# Wall heat-flux
# Time          	patch           	min             	max             	integral        
276             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
277             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
278             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
279             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
280             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
281             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
282             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
283             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
284             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
285             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
286             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
287             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
288             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
289             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
290             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
291             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
292             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
293             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
294             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
295             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
296             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
297             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
298             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
299             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
300             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
301             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
302             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
303             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
304             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
305             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
306             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
307             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
308             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
309             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
310             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
311             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
312             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
313             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
314             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
315             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
316             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
317             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
318             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
